participant,free_texts,feedback,fertility_score,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim,irrelevant_dim,feet_high,color_low,color_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response
064,"['healthy and green\xa0', 'rose colored with spots', 'green with spots', 'rose colored with spots', 'rose colored with spots', 'green with spots\xa0', 'rose with spots, could have new mate\xa0', 'green with spots. This received a higher score as it is more mature', 'green with spots. standard low score\xa0', 'rose with spots could have crossed with a green\xa0', 'low green\xa0', 'A rose with spots male and female. the highest fertility\xa0', 'mixed color pair\xa0', 'mixed color pair\xa0', 'double rose pair\xa0', 'mixed color pair\xa0']",[],"[5.0, 7.0, 4.0, 7.0, 7.0, 3.0, 8.0, 6.0, 3.0, 5.0, 3.0, 10.0, 5.0, 4.0, 8.0, 5.0]",414.305,"['G_F', 'Y_F', 'G_C', 'Y_C']","[5.0, 7.0, 5.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y']","['low', 'high', 'low', 'high']",64,"['G_F', 'Y_F', 'G_C', 'Y_C', 'Y_F', 'G_C', 'Y_C', 'G_F', 'G_F', 'Y_C', 'G_C', 'Y_F', 'G_F', 'G_C', 'Y_F', 'Y_C']",1,color,feet,F,G,Y,C,Yes,Curly/Pointy,5.0,Yes, Red,7.0
170,[],[],"[2.0, 7.0, 6.0, 4.0, 4.0, 6.0, 7.0, 1.0, 4.0, 9.0, 3.0, 8.0, 2.0, 3.0, 6.0, 7.0]",108.73,"['G_C', 'Y_C', 'Y_F', 'G_F']","[8.0, 4.0, 2.0, 6.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high']","['C', 'C', 'F', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F']","['Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G']","['high', 'low', 'low', 'high']",170,"['Y_C', 'G_C', 'G_F', 'Y_F', 'G_C', 'Y_F', 'G_F', 'Y_C', 'Y_C', 'G_F', 'Y_F', 'G_C', 'Y_F', 'Y_C', 'G_C', 'G_F']",1,color,feet,F,Y,G,C,No,,,No,,
042,"[""because its not that fertile so it's starting at the beginning"", 'based on how many eggs they can lay.', ""least fertile out of the reptiles i'm studying"", 'This is the reptile that most likely can lay the most eggs. Is the reasoning for the score.', 'Not the lowest but still not the most fertile reptile in the group.', 'this reptile is at good standing at being fertile but also but still not the top rating.', 'this reptile in the study was as a high ranking compared to the other reptiles.', 'this reptile is in between from high fertility and low.', 'has low fertility.', ""This reptile has the higest score because it's the most fertile."", 'The lowest score because this reptile is the lowest fertile.', 'it has a low ranking fertility in the group of reptiles but not the lowest.', 'a very high fertility in the group of reptiles.', 'A very low egg count.', 'A high egg count compared to the other reptiles.', 'a low egg count compared to the other reptiles.']",[],"[1.0, 4.0, 1.0, 10.0, 2.0, 6.0, 7.0, 5.0, 2.0, 10.0, 1.0, 4.0, 9.0, 2.0, 8.0, 3.0]",734.8731,"['G_F', 'Y_F', 'Y_C', 'G_C']","[8.0, 4.0, 5.0, 7.0]","['low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F']","['Y', 'G', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'G', 'Y']","['high', 'low', 'low', 'high']",42,"['Y_F', 'G_F', 'Y_C', 'G_C', 'Y_C', 'G_F', 'G_C', 'Y_F', 'Y_F', 'G_C', 'Y_C', 'G_F', 'G_C', 'Y_C', 'G_F', 'Y_F']",1,color,feet,C,Y,G,F,No,,,No,,
079,"['Seems like a fairly typical looking, lizard-like creature that does not have a very high or very low fertility rate, just around average.', 'It has a charming look which attracted plenty of mates.', ""The pointed toes allowed them to dig into the dirt to lay eggs successfully, but there will always be a certain amount of eggs that don't make it."", 'The rounded toes made it so the reptile would not accidentally damage the eggs.', 'The pointed toes accidentally killed many of the eggs.', 'The bright color of the reptile made potential predators stay away from fear of poison, and maybe this reptile guarded the eggs.', 'The pointed toes damaged the eggs.', 'The rounded toes did not damage the eggs.', 'The rounded toes did not damage the eggs, and the warning-like color of the reptile scared predators off from the area.', 'The pointed toes damaged the eggs.', 'A perfectly average specimen, so as for eggs, naturally some will survive and some will not.', 'An average specimen with average fertility.', 'They damaged the eggs with their pointed toes.', 'They damaged many eggs with their pointed toes.', 'Very charming and all the other reptiles wanted to mate with them.', 'Just luck of the draw.']",['It was really hard to remember the data enough to make a confident answer about which traits mattered to fertility. It was frustrating because the pictures went on for so long and I was running out of things to say.'],"[4.0, 9.0, 4.0, 7.0, 3.0, 10.0, 1.0, 9.0, 9.0, 1.0, 5.0, 5.0, 1.0, 2.0, 10.0, 7.0]",523.5873,"['Y_C', 'Y_F', 'G_F', 'G_C']","[4.0, 8.0, 4.0, 8.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'high']","['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'F']","['Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y', 'G']","['low', 'high', 'high', 'low']",79,"['Y_C', 'Y_F', 'G_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_F', 'Y_C', 'G_C', 'G_F', 'G_C', 'Y_C', 'Y_F', 'G_F']",1,feet,color,F,G,Y,C,Yes,Curly/Pointy,1.0,No,,
160,"['the color of the reptile\xa0', 'color of reptile', 'color of reptile', 'pattern on back', 'two different eyes', 'pattern on back', 'pattern on back', 'color and pattern', 'eye shape', 'color', 'color', 'color', 'eye shape', 'color\xa0', 'pattern on back', 'color']",[],"[6.0, 5.0, 7.0, 2.0, 5.0, 7.0, 9.0, 7.0, 3.0, 5.0, 8.0, 7.0, 2.0, 8.0, 6.0, 7.0]",205.8939,"['Y_C', 'G_F', 'Y_F', 'G_C']","[8.0, 6.0, 7.0, 4.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high']","['C', 'F', 'C', 'F', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F']","['Y', 'Y', 'G', 'G', 'G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y']","['high', 'low', 'high', 'low']",160,"['Y_C', 'Y_F', 'G_C', 'G_F', 'G_F', 'Y_F', 'Y_C', 'G_C', 'G_F', 'G_C', 'Y_F', 'Y_C', 'G_F', 'Y_C', 'G_C', 'Y_F']",1,color,feet,C,G,Y,F,No,,,Yes,Green,5.0
157,"['Large eyes', 'Red color', 'Three toes', 'Round toes', 'Round toes', 'Spots and pointed toes', 'Pointed toes', 'Red and round toes', 'Round toes', 'Pointed toes', 'Pointed toes', 'Round toes', 'Pointed toes', 'Spots and round toes', 'Round toes and flat nostrils', 'Pointed toes but one nostril']",[],"[7.0, 4.0, 9.0, 3.0, 2.0, 10.0, 5.0, 1.0, 4.0, 7.0, 7.0, 1.0, 8.0, 5.0, 1.0, 5.0]",223.526,"['Y_F', 'G_F', 'G_C', 'Y_C']","[1.0, 3.0, 8.0, 10.0]","['high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'F', 'C']","['G', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'Y', 'G', 'G']","['low', 'low', 'high', 'high']",157,"['G_C', 'Y_F', 'Y_C', 'G_F', 'G_F', 'Y_C', 'G_C', 'Y_F', 'G_F', 'Y_C', 'G_C', 'Y_F', 'Y_C', 'Y_F', 'G_F', 'G_C']",1,feet,color,C,G,Y,F,Yes,Curly/Pointy,6.0,No,,
211,"['The reptile is bright green.', ""The reptile's toes are pointy."", 'The reptile is pale red in color.', 'The pale red reptile has pointy toes.', 'The reptile is discolored in the face.', 'The bright green reptile has pointed toes.', 'The bright green reptile has rounded toes.', 'The pale red reptile has rounded toes.', 'The bright green reptile has pointed toes.', 'The pale red reptile has pointy toes.', 'The pale red reptile has rounded toes and muted spots.', 'The bright green reptile has rounded toes.', 'The pale red reptile has pointed toes and more prominent spots.', 'The bright green reptile has rounded toes.', 'The bright green reptile has pointed toes.', 'The pale red reptile has rounded toes.']",[],"[6.0, 3.0, 2.0, 8.0, 3.0, 2.0, 7.0, 4.0, 5.0, 3.0, 9.0, 6.0, 3.0, 8.0, 6.0, 7.0]",367.4825,"['G_F', 'Y_F', 'G_C', 'Y_C']","[8.0, 7.0, 4.0, 3.0]","['high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['G', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'Y']","['high', 'high', 'low', 'low']",211,"['G_F', 'G_C', 'Y_F', 'Y_C', 'Y_C', 'G_C', 'G_F', 'Y_F', 'G_C', 'Y_C', 'Y_F', 'G_F', 'Y_C', 'G_F', 'G_C', 'Y_F']",1,feet,color,F,Y,G,C,Yes, Round,5.0,No,,
147,"['No information to go off of yet, so maybe 3 is just the average fertility score.', 'This reptile is green and blends in with the foliage, which makes if safer from predators; this means more of its offspring are likely to survive into adulthood.', ""This looks like the same reptile as the one in the last image, so I can only assume it's a seasonal variation but the green color still helps it blend in and protects against predators"", 'This reptile has some unique coloring which suggests it might be a crossbreed of different species. If it continues to crossbreed, it may produced a fairly high number of offspring.', ""This looks like the first reptile I saw, and I'm assuming 3-4 is just an average fertility score; there appears to be nothing particularly special about this one."", 'Before I guessed that this one might be crossbred, but perhaps that affects lifespan negatively in particular seasons', ""Another green reptile - I assume she's blending in well and so are her offspring, protecting them from predators and making survival into adulthood more likely"", ""Maybe this reptile lives in a place where the foliage isn't green or maybe it's autumn or winter and they aren't able to blend in, which means their offspring are more vulnerable to predators."", 'Same green one - probably blending in with foliage protects it from predators', ""Same green one - again, assuming it's fall or winter and it can no longer blend in against the foliage"", 'Average score', 'Maybe this one blends in particularly well in autumn because of changing leaf colors, protecting its offspring from predators and making them more likely to survive into adulthood', ""Low fertility in fall/winter, can't blend in"", ""Low fertility in fall/winter, can't blend in"", 'Maybe some leaves have turned red but others are still green; so these reptiles blend in moderately well', 'Again assuming its fall and the offspring blend in with the leaves']",[],"[3.0, 8.0, 5.0, 6.0, 4.0, 2.0, 10.0, 1.0, 9.0, 2.0, 4.0, 10.0, 2.0, 2.0, 6.0, 9.0]",601.9003,"['G_F', 'Y_C', 'G_C', 'Y_F']","[5.0, 7.0, 8.0, 3.0]","['low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F']","['Y', 'G', 'G', 'Y', 'Y', 'Y', 'G', 'G', 'G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y']","['high', 'low', 'low', 'high']",147,"['Y_C', 'G_F', 'G_C', 'Y_F', 'Y_C', 'Y_F', 'G_F', 'G_C', 'G_F', 'G_C', 'Y_C', 'Y_F', 'G_C', 'G_F', 'Y_C', 'Y_F']",1,feet,color,F,G,Y,C,No,,,Yes,Green,7.0
124,"['This reptile has below average fertility.', 'It has average fertility, so reproduces an average amount.\xa0', 'This one also reproduces an average amount. Perhaps it is middle-aged.\xa0', 'Perhaps the red reptiles have higher reproductive scores than the green ones?\xa0', 'The low score may be due to its green color.', 'The high score may be due to its red color.', 'Low score could be due to its green color.', 'The red colored reptiles tend to have higher fertility scores.', 'The green reptiles tend to have lower fertility scores.', 'Red reptiles have higher scores than green reptiles.', 'Green reptiles have lower scores than red reptiles.', 'Red reptiles have higher scores.', 'Another red reptile with a high score...perhaps its rounded toes also contribute to the higher score?', 'Its color and maybe its pointy toes may contribute to its low fertility.', 'Green reptile with rouned toes may have slightly higher fertility than green reptiles with pointy toes.', 'Red reptiles have higher scores, and perhaps the pointy toes contribute to higher fertility?']","['I thought the pointiness was an opposite factor for each color, meaning I thought the red reptiles with pointy feet were more fertile, but the green reptiles with rounded feet were more fertile than other green reptiles. I think I may have been wrong!\xa0']","[4.0, 5.0, 5.0, 10.0, 2.0, 7.0, 4.0, 9.0, 5.0, 7.0, 4.0, 7.0, 8.0, 1.0, 5.0, 9.0]",458.9967,"['G_C', 'Y_F', 'Y_C', 'G_F']","[5.0, 7.0, 9.0, 3.0]","['low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['G', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'Y']","['low', 'high', 'high', 'low']",124,"['G_C', 'G_F', 'Y_C', 'Y_F', 'G_F', 'Y_C', 'G_C', 'Y_F', 'G_F', 'Y_C', 'G_C', 'Y_F', 'Y_F', 'G_C', 'G_F', 'Y_C']",1,color,feet,F,G,Y,C,Yes,Curly/Pointy,5.0,Yes, Red,7.0
165,"['He has green colored skin.', 'He has coral covered skin.', 'He has three visible legs.', 'He has unwebbed feet.', 'He has unwebbed feet and different reporting season.', 'He has webbed feet.', 'He has unwebbed feet.', 'He has webbed feet and a light colored lower mouth/chin area.', 'He has unwebbed feet.', 'He has unwebbed feet.', 'He has webbed feet.', 'He has webbed feet.', 'He has webbed feet and spots on his back.', 'He has unwebbed feet and the spots are not very visible.', 'He has webbed feet and spots on his back.', 'He has unwebbed feet.']",[],"[7.0, 4.0, 6.0, 2.0, 3.0, 4.0, 5.0, 10.0, 1.0, 4.0, 8.0, 6.0, 7.0, 3.0, 8.0, 5.0]",421.5818,"['G_C', 'Y_F', 'G_F', 'Y_C']","[8.0, 2.0, 3.0, 2.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'G', 'Y', 'Y']","['high', 'low', 'low', 'high']",165,"['G_C', 'Y_F', 'Y_C', 'G_F', 'G_F', 'G_C', 'Y_F', 'Y_C', 'Y_F', 'G_F', 'Y_C', 'G_C', 'G_C', 'G_F', 'Y_C', 'Y_F']",1,feet,color,C,G,Y,F,Yes,Curly/Pointy,7.0,Yes,Green,4.0
067,"['It looks younger', 'It looks younger', 'Green make less babies', 'Age', 'Time', 'Age', 'Could be younger', 'Had a lot last time', 'Had small amount last time', 'No idea', 'Had less last time', 'Had more last time', 'New season', 'New season', 'No idea', 'Winter']",[],"[8.0, 7.0, 6.0, 4.0, 8.0, 3.0, 8.0, 4.0, 8.0, 4.0, 8.0, 5.0, 10.0, 7.0, 7.0, 1.0]",141.8971,"['Y_C', 'G_F', 'G_C', 'Y_F']","[9.0, 4.0, 8.0, 5.0]","['high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C']","['Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'G', 'Y']","['low', 'high', 'low', 'high']",67,"['Y_F', 'G_C', 'G_F', 'Y_C', 'G_F', 'Y_C', 'Y_F', 'G_C', 'Y_F', 'G_C', 'G_F', 'Y_C', 'G_F', 'Y_F', 'G_C', 'Y_C']",1,feet,color,F,Y,G,C,No,,,Yes, Red,3.0
203,"['The reptile scored a high fertility score because they look happy', 'They scored low because one eye looks smaller', 'They had a slightly better than average score because they are green', 'The green ones have a slightly better score compared to the red ones', 'They scored low because they are pink', 'The green ones seem to have an average score', 'Because they are green they have an average score. Not at the bottom or at the top', 'The green and pink one mated giving it an average score', 'The green ones seem to be average', 'This one mated with the red one to get the low score of 1', 'This one mated with the green one to reach the higher score', 'Mated with the pink one to reach a high score', 'Mated with a green one to get an average score', 'Matter with a green one for an average score', 'Mated with a green one for an average score', 'Mated with a green one for an average score']",['It was an interesting task. I did not notice the difference in their feet until it was pointed out a few screens back.'],"[9.0, 1.0, 6.0, 3.0, 1.0, 6.0, 4.0, 6.0, 4.0, 1.0, 10.0, 10.0, 5.0, 6.0, 5.0, 7.0]",1059.9829,"['G_C', 'G_F', 'Y_F', 'Y_C']","[6.0, 6.0, 8.0, 8.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'F', 'C', 'F', 'F', 'C']","['Y', 'Y', 'G', 'G', 'Y', 'G', 'G', 'Y', 'G', 'Y', 'Y', 'G', 'G', 'G', 'Y', 'Y']","['low', 'high', 'high', 'low']",203,"['Y_F', 'Y_C', 'G_F', 'G_C', 'Y_C', 'G_F', 'G_C', 'Y_F', 'G_C', 'Y_C', 'Y_F', 'G_F', 'G_C', 'G_F', 'Y_F', 'Y_C']",1,feet,color,F,Y,G,C,No,,,Yes,Green,6.0
091,"['It is an average reptile.\xa0', 'It didn’t mate as much.\xa0', 'The color made it stand out and attract males.\xa0', 'It had more spots.\xa0', 'It was an average reptile\xa0', 'It didn’t stand out', 'It had an average year', 'The spots are not as visible.\xa0', 'Green is less fertile.\xa0', 'It has lighter spots and the red is more fertile', 'The feet are darker', 'It has lighter patches on its feet', 'It is red with light feet', 'The toes are sharper', 'the toes are round', 'the toes are sharp']",[],"[5.0, 1.0, 6.0, 4.0, 5.0, 3.0, 5.0, 5.0, 3.0, 10.0, 5.0, 7.0, 7.0, 3.0, 8.0, 4.0]",311.826,"['G_C', 'Y_C', 'Y_F', 'G_F']","[2.0, 4.0, 9.0, 5.0]","['high', 'low', 'high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C']","['G', 'G', 'Y', 'Y', 'G', 'G', 'Y', 'Y', 'G', 'Y', 'Y', 'G', 'Y', 'G', 'G', 'Y']","['low', 'low', 'high', 'high']",91,"['G_F', 'G_C', 'Y_F', 'Y_C', 'G_F', 'G_C', 'Y_C', 'Y_F', 'G_C', 'Y_F', 'Y_C', 'G_F', 'Y_F', 'G_C', 'G_F', 'Y_C']",1,feet,color,F,G,Y,C,Yes, Round,5.0,Yes, Red,5.0
